image,label,size,width,height,mode,format
1997.jpg,painting,10540,290,244,RGB,JPEG
i - 257.jpeg,sculpture,23281,480,270,RGB,JPEG
3462_mainfoto_05.jpg,drawings,11973,290,221,RGB,JPEG
i - 954.jpeg,iconography,22127,320,320,RGB,JPEG
i - 946.jpeg,sculpture,24931,353,320,RGB,JPEG
1893.jpg,painting,14564,290,361,RGB,JPEG
1006.jpg,painting,22571,290,359,RGB,JPEG
146 18.59.20.jpg,iconography,168291,480,554,RGB,JPEG
i - 1545.jpeg,iconography,41279,340,320,RGB,JPEG
images (26).jpeg,drawings,9506,192,263,RGB,JPEG
i - 770.jpeg,drawings,14469,217,320,RGB,JPEG
i - 76.jpeg,iconography,25555,262,320,RGB,JPEG
i - 311.jpeg,sculpture,10468,320,320,RGB,JPEG
i - 596.jpeg,engraving,26835,463,320,RGB,JPEG
1208.jpg,painting,10334,290,219,RGB,JPEG
i - 571 20.26.47.jpeg,sculpture,21410,213,320,RGB,JPEG
82.jpg,sculpture,32121,410,410,RGB,JPEG
i - 860.jpeg,sculpture,22904,320,320,RGB,JPEG
i - 996.jpeg,sculpture,17452,316,320,RGB,JPEG
i - 379.jpeg,engraving,24273,236,320,RGB,JPEG
i - 322.jpeg,drawings,32422,204,320,RGB,JPEG
0264.jpg,painting,14272,290,365,RGB,JPEG
i - 1035.jpeg,iconography,6187,155,200,RGB,JPEG
i - 384.jpeg,drawings,27831,449,320,RGB,JPEG
i - 1116.jpeg,iconography,19882,240,320,RGB,JPEG
0729.jpg,painting,32298,290,522,RGB,JPEG
i - 36.jpeg,iconography,26771,282,320,RGB,JPEG
i - 1068.jpeg,sculpture,20817,465,320,RGB,JPEG
i - 1263.jpeg,sculpture,33231,462,320,RGB,JPEG
i - 973.jpeg,iconography,18118,211,320,RGB,JPEG
i - 575.jpeg,drawings,11969,226,320,RGB,JPEG
images (78).jpeg,drawings,4765,281,179,RGB,JPEG
i - 91.jpeg,iconography,21190,427,320,RGB,JPEG
1391.jpg,painting,12547,290,377,RGB,JPEG
i - 1001.jpeg,iconography,38921,427,320,RGB,JPEG
194.jpg,engraving,291987,1000,702,RGB,JPEG
i - 243.jpeg,sculpture,27115,480,319,RGB,JPEG
i - 928.jpeg,sculpture,23739,480,320,RGB,JPEG
i - 1265.jpeg,iconography,22542,320,320,RGB,JPEG
i - 569.jpeg,drawings,28126,261,320,RGB,JPEG
i - 378.jpeg,engraving,55328,468,320,RGB,JPEG
i - 354.jpeg,engraving,24877,221,320,RGB,JPEG
1745.jpg,painting,13909,290,388,RGB,JPEG
i - 406.jpeg,drawings,17286,273,320,RGB,JPEG
i - 69.jpeg,iconography,11412,180,320,RGB,JPEG
i - 1116.jpeg,sculpture,26402,213,320,RGB,JPEG
i - 1128.jpeg,drawings,36052,480,305,RGB,JPEG
i - 816.jpeg,iconography,32188,480,262,RGB,JPEG
1605.jpg,painting,8676,290,206,RGB,JPEG
274.jpg,engraving,116515,595,669,RGB,JPEG
i - 1346.jpeg,iconography,19953,274,320,RGB,JPEG
414.jpg,iconography,198337,977,612,RGB,JPEG
i - 490.jpeg,iconography,19734,275,320,RGB,JPEG
0195.jpg,painting,13909,290,388,RGB,JPEG
i - 102.jpeg,engraving,37845,237,320,RGB,JPEG
1836_mainfoto_05.jpg,iconography,24152,290,328,RGB,JPEG
i - 1330.jpeg,sculpture,7247,199,320,RGB,JPEG
i - 560.jpeg,iconography,31533,320,320,RGB,JPEG
27.jpg,iconography,295800,600,738,RGB,JPEG
2110.jpg,painting,13491,290,230,RGB,JPEG
1928.jpg,painting,16006,290,304,RGB,JPEG
i - 292.jpeg,sculpture,8414,320,320,RGB,JPEG
2186.jpg,painting,18405,290,316,RGB,JPEG
i - 165.jpeg,engraving,52746,454,320,RGB,JPEG
i - 734.jpeg,iconography,27202,259,320,RGB,JPEG
i - 567.jpeg,iconography,26855,278,320,RGB,JPEG
i - 1460.jpeg,sculpture,10352,229,320,RGB,JPEG
i - 1140.jpeg,sculpture,6838,163,320,RGB,JPEG
i - 778 20.26.19.jpeg,iconography,48109,480,320,RGB,JPEG
i - 38.jpeg,engraving,24194,229,320,RGB,JPEG
0145.jpg,painting,13909,290,388,RGB,JPEG
i - 451.jpeg,iconography,26431,245,320,RGB,JPEG
i - 1335.jpeg,iconography,22530,272,320,RGB,JPEG
1895.jpg,painting,13909,290,388,RGB,JPEG
i - 1022.jpeg,sculpture,32401,480,320,RGB,JPEG
i - 178.jpeg,engraving,24841,227,320,RGB,JPEG
2311.jpg,painting,11290,290,147,RGB,JPEG
2289.jpg,painting,14272,290,365,RGB,JPEG
2326.jpg,painting,15500,290,250,RGB,JPEG
i - 1202.jpeg,drawings,18993,228,320,RGB,JPEG
i - 682.jpeg,iconography,19670,277,320,RGB,JPEG
i - 419.jpeg,engraving,19110,237,320,RGB,JPEG
i - 1536.jpeg,iconography,23461,320,320,RGB,JPEG
i - 1496.jpeg,iconography,37530,320,320,RGB,JPEG
0041.jpg,painting,12547,290,377,RGB,JPEG
i - 917.jpeg,sculpture,46297,480,320,RGB,JPEG
i - 480.jpeg,engraving,24607,229,320,RGB,JPEG
i - 657.jpeg,drawings,19363,227,320,RGB,JPEG
40.jpg,iconography,54696,320,408,RGB,JPEG
3331_mainfoto_05.jpg,engraving,21112,290,370,RGB,JPEG
i - 304.jpeg,iconography,24583,265,320,RGB,JPEG
1353.jpg,painting,10704,290,336,RGB,JPEG
0136.jpg,painting,11578,290,371,RGB,JPEG
3599_mainfoto_05.jpg,sculpture,15211,290,386,RGB,JPEG
i - 64.jpeg,drawings,29100,240,320,RGB,JPEG
i - 571.jpeg,engraving,33312,385,320,RGB,JPEG
511.jpg,iconography,103346,350,522,RGB,JPEG
images (12).jpeg,drawings,9592,198,255,RGB,JPEG
i - 890.jpeg,sculpture,7960,201,320,RGB,JPEG
i - 597.jpeg,iconography,32467,480,320,RGB,JPEG
i - 982.jpeg,drawings,12007,480,270,RGB,JPEG
394.jpg,iconography,94269,600,800,RGB,JPEG
i - 769.jpeg,drawings,15732,220,320,RGB,JPEG
i - 1169 20.26.47.jpeg,sculpture,11357,471,320,RGB,JPEG
i - 252.jpeg,sculpture,39130,427,320,RGB,JPEG
i - 1258 20.26.47.jpeg,sculpture,24782,426,320,RGB,JPEG
i - 319.jpeg,engraving,21350,234,320,RGB,JPEG
i - 724.jpeg,drawings,26446,320,320,RGB,JPEG
2242.jpg,painting,12973,290,360,RGB,JPEG
1406.jpg,painting,8068,290,215,RGB,JPEG
i - 831.jpeg,drawings,11734,246,320,RGB,JPEG
i - 563.jpeg,iconography,24492,409,320,RGB,JPEG
i - 1222.jpeg,sculpture,17433,240,320,RGB,JPEG
1910.jpg,painting,12928,290,227,RGB,JPEG
i - 460.jpeg,iconography,19194,304,320,RGB,JPEG
i - 637.jpeg,sculpture,17702,245,320,RGB,JPEG
i - 80.jpeg,drawings,19129,257,320,RGB,JPEG
i - 1433.jpeg,iconography,22082,427,320,RGB,JPEG
i - 193.jpeg,sculpture,7364,219,320,RGB,JPEG
i - 1204.jpeg,drawings,25669,243,320,RGB,JPEG
324.jpg,sculpture,50082,550,672,RGB,JPEG
i - 1257.jpeg,sculpture,15226,352,320,RGB,JPEG
1157.jpg,painting,12030,290,241,RGB,JPEG
i - 1337.jpeg,iconography,22401,225,300,RGB,JPEG
267.jpg,engraving,312114,1000,676,RGB,JPEG
i - 1212.jpeg,iconography,28234,320,320,RGB,JPEG
i - 675.jpeg,iconography,23099,320,320,RGB,JPEG
148.jpg,sculpture,36961,480,640,RGB,JPEG
i - 644.jpeg,iconography,32971,339,320,RGB,JPEG
i - 177.jpeg,sculpture,21127,320,320,RGB,JPEG
i - 1430.jpeg,iconography,17380,269,320,RGB,JPEG
2174.jpg,painting,14740,290,356,RGB,JPEG
1603.jpg,painting,8231,290,187,RGB,JPEG
i - 957.jpeg,iconography,21201,268,320,RGB,JPEG
i - 396.jpeg,sculpture,7270,180,320,RGB,JPEG
i - 24.jpeg,sculpture,15323,256,320,RGB,JPEG
96.jpg,sculpture,108721,690,494,RGB,JPEG
i - 47.jpeg,engraving,26538,264,320,RGB,JPEG
101.jpg,engraving,43126,500,333,RGB,JPEG
1254.jpg,painting,14644,290,348,RGB,JPEG
i - 839.jpeg,drawings,35867,438,320,RGB,JPEG
i - 449.jpeg,sculpture,24179,480,304,RGB,JPEG
1021.jpg,painting,7854,290,387,RGB,JPEG
i - 818.jpeg,drawings,26774,204,320,RGB,JPEG
391.jpg,sculpture,28189,599,458,RGB,JPEG
i - 601.jpeg,iconography,34761,272,320,RGB,JPEG
i - 507.jpeg,sculpture,47637,479,320,RGB,JPEG
i - 157.jpeg,drawings,32390,308,320,RGB,JPEG
i - 39.jpeg,sculpture,18273,263,320,RGB,JPEG
1946.jpg,painting,7854,290,387,RGB,JPEG
i - 1154.jpeg,sculpture,26896,480,319,RGB,JPEG
i - 63.jpeg,iconography,33385,427,320,RGB,JPEG
0359.jpg,painting,10462,290,368,RGB,JPEG
0190.jpg,painting,11693,290,226,RGB,JPEG
0368.jpg,painting,14564,290,361,RGB,JPEG
0541.jpg,painting,12547,290,377,RGB,JPEG
i - 672.jpeg,iconography,30129,427,320,RGB,JPEG
i - 1329.jpeg,sculpture,6485,145,320,RGB,JPEG
1855.jpg,painting,23735,290,581,RGB,JPEG
i - 457.jpeg,sculpture,16973,246,320,RGB,JPEG
2164.jpg,painting,14272,290,365,RGB,JPEG
i - 324.jpeg,drawings,18422,256,320,RGB,JPEG
i - 1029.jpeg,iconography,23846,320,320,RGB,JPEG
0017.jpg,painting,12973,290,360,RGB,JPEG
i - 677.jpeg,drawings,29885,480,217,RGB,JPEG
0240.jpg,painting,11693,290,226,RGB,JPEG
i - 1065.jpeg,iconography,14093,427,320,RGB,JPEG
232.jpg,sculpture,302497,683,1024,RGB,JPEG
1995.jpg,painting,13909,290,388,RGB,JPEG
i - 639.jpeg,iconography,30417,285,320,RGB,JPEG
i - 145.jpeg,sculpture,20164,320,320,RGB,JPEG
i - 425.jpeg,iconography,13177,240,320,RGB,JPEG
i - 717.jpeg,drawings,22093,245,320,RGB,JPEG
i - 487.jpeg,drawings,43233,426,320,RGB,JPEG
2088.jpg,painting,11480,290,320,RGB,JPEG
i - 1047.jpeg,drawings,21707,298,320,RGB,JPEG
234.jpg,iconography,543745,800,800,RGB,JPEG
i - 228.jpeg,engraving,29879,480,320,RGB,JPEG
0988.jpg,painting,11480,290,320,RGB,JPEG
i - 908.jpeg,drawings,45612,437,320,RGB,JPEG
i - 772.jpeg,iconography,24166,260,320,RGB,JPEG
i - 673.jpeg,drawings,19206,228,320,RGB,JPEG
314.jpg,iconography,57816,320,438,RGB,JPEG
i - 257.jpeg,engraving,57232,480,319,RGB,JPEG
i - 1089.jpeg,iconography,28463,281,320,RGB,JPEG
2248.jpg,painting,17526,290,376,RGB,JPEG
i - 390.jpeg,sculpture,7929,215,320,RGB,JPEG
i - 693.jpeg,drawings,28111,434,320,RGB,JPEG
0952.jpg,painting,12010,290,438,RGB,JPEG
i - 672.jpeg,drawings,33458,480,312,RGB,JPEG
386.jpg,iconography,82246,350,467,RGB,JPEG
i - 186.jpeg,engraving,34028,265,320,RGB,JPEG
i - 282.jpeg,iconography,23835,251,320,RGB,JPEG
358.jpg,sculpture,85835,600,539,RGB,JPEG
i - 187.jpeg,iconography,26224,267,320,RGB,JPEG
i - 1170.jpeg,iconography,17985,249,320,RGB,JPEG
289.jpg,iconography,252792,900,800,RGB,JPEG
i - 456.jpeg,sculpture,11741,237,320,RGB,JPEG
i - 1419.jpeg,iconography,40659,480,220,RGB,JPEG
i - 879.jpeg,drawings,45380,471,320,RGB,JPEG
1572.jpg,painting,10540,290,244,RGB,JPEG
672.jpg,iconography,257911,763,1000,RGB,JPEG
626.jpg,iconography,76717,450,510,RGB,JPEG
204.jpg,engraving,87949,1024,663,RGB,JPEG
i - 1045.jpeg,sculpture,10821,212,320,RGB,JPEG
i - 706.jpeg,sculpture,18386,202,320,RGB,JPEG
i - 281.jpeg,sculpture,9849,213,320,RGB,JPEG
i - 1075.jpeg,drawings,40606,480,295,RGB,JPEG
i - 1110.jpeg,drawings,19843,320,320,RGB,JPEG
i - 285.jpeg,sculpture,17683,213,320,RGB,JPEG
1635.jpg,painting,7504,290,186,RGB,JPEG
i - 288.jpeg,iconography,31196,361,320,RGB,JPEG
i - 409.jpeg,sculpture,9330,224,320,RGB,JPEG
1382.jpg,painting,18214,290,357,RGB,JPEG
i - 1046.jpeg,sculpture,30447,480,287,RGB,JPEG
1824.jpg,painting,14740,290,356,RGB,JPEG
i - 852.jpeg,drawings,39675,480,300,RGB,JPEG
i - 963.jpeg,drawings,59395,452,320,RGB,JPEG
i - 1123.jpeg,iconography,30904,261,320,RGB,JPEG
i - 162.jpeg,iconography,23484,263,320,RGB,JPEG
i - 292.jpeg,iconography,31628,322,320,RGB,JPEG
i - 804.jpeg,drawings,24180,283,320,RGB,JPEG
1909.jpg,painting,11347,290,379,RGB,JPEG
1294.jpg,painting,16074,290,330,RGB,JPEG
0271.jpg,painting,7854,290,387,RGB,JPEG
0607.jpg,painting,26043,290,342,RGB,JPEG
2208.jpg,painting,12280,290,190,RGB,JPEG
i - 230.jpeg,drawings,11625,251,320,RGB,JPEG
1344.jpg,painting,16074,290,330,RGB,JPEG
i - 380.jpeg,sculpture,19056,330,320,RGB,JPEG
i - 245.jpeg,engraving,17650,334,320,RGB,JPEG
182.jpg,iconography,106819,640,801,RGB,JPEG
0151.jpg,painting,12473,290,366,RGB,JPEG
2180.jpg,painting,14714,290,203,RGB,JPEG
i - 1215.jpeg,iconography,21893,236,320,RGB,JPEG
2272.jpg,painting,10540,290,244,RGB,JPEG
i - 1440.jpeg,sculpture,20180,480,311,RGB,JPEG
139.jpg,engraving,121575,734,624,RGB,JPEG
i - 642.jpeg,iconography,22054,427,320,RGB,JPEG
0258.jpg,painting,10654,290,361,RGB,JPEG
2049.jpg,painting,14740,290,356,RGB,JPEG
0417.jpg,painting,12973,290,360,RGB,JPEG
i - 50.jpeg,drawings,12967,233,320,RGB,JPEG
i - 1425.jpeg,iconography,28049,267,320,RGB,JPEG
i - 651.jpeg,iconography,23450,264,320,RGB,JPEG
i - 214.jpeg,iconography,14685,320,320,RGB,JPEG
1858.jpg,painting,29792,290,566,RGB,JPEG
0849.jpg,painting,14740,290,356,RGB,JPEG
i - 1142.jpeg,drawings,72094,600,453,RGB,JPEG
i - 35.jpeg,engraving,30880,227,320,RGB,JPEG
i - 32.jpeg,iconography,14053,213,320,RGB,JPEG
i - 1109.jpeg,sculpture,19975,320,320,RGB,JPEG
1395.jpg,painting,13909,290,388,RGB,JPEG
i - 952.jpeg,iconography,44960,480,288,RGB,JPEG
i - 1445.jpeg,sculpture,6138,211,320,RGB,JPEG
i - 1061.jpeg,sculpture,9720,204,320,RGB,JPEG
i - 696.jpeg,sculpture,15055,466,320,RGB,JPEG
1421.jpg,painting,7854,290,387,RGB,JPEG
i - 1480.jpeg,sculpture,15411,240,320,RGB,JPEG
i - 1226.jpeg,iconography,43608,320,427,RGB,JPEG
i - 215.jpeg,sculpture,38459,480,320,RGB,JPEG
327.jpg,engraving,114230,600,600,RGB,JPEG
9289_mainfoto_05.jpg,iconography,36807,290,389,RGB,JPEG
i - 644.jpeg,drawings,23919,230,320,RGB,JPEG
3459_mainfoto_05.jpg,drawings,15238,290,230,RGB,JPEG
226.jpg,iconography,46511,459,600,RGB,JPEG
i - 1507.jpeg,iconography,19629,320,320,RGB,JPEG
0679.jpg,painting,13098,290,341,RGB,JPEG
i - 1320.jpeg,sculpture,27548,478,320,RGB,JPEG
42.jpg,engraving,42124,580,382,RGB,JPEG
images (60) 20.25.37.jpeg,drawings,12635,260,194,RGB,JPEG
150.png,sculpture,90717,467,584,RGB,PNG
i - 864.jpeg,iconography,27220,320,320,RGB,JPEG
2004.jpg,painting,12710,290,248,RGB,JPEG
i - 577.jpeg,iconography,30753,247,320,RGB,JPEG
i - 1175.jpeg,sculpture,8769,176,320,RGB,JPEG
i - 337.jpeg,engraving,57994,424,320,RGB,JPEG
i - 79.jpeg,drawings,24330,384,320,RGB,JPEG
i - 1127.jpeg,drawings,34733,480,304,RGB,JPEG
0927.jpg,painting,9730,290,362,RGB,JPEG
i - 14.jpeg,engraving,24970,193,320,RGB,JPEG
i - 992.jpeg,sculpture,21139,275,320,RGB,JPEG
i - 433.jpeg,sculpture,14767,480,320,RGB,JPEG
i - 966.jpeg,iconography,32172,320,320,RGB,JPEG
i - 38.jpeg,sculpture,21543,221,320,RGB,JPEG
144 18.59.45.jpg,sculpture,31239,450,300,RGB,JPEG
i - 9.jpeg,drawings,19702,472,320,RGB,JPEG
2304.jpg,painting,36638,290,360,RGB,JPEG
24.jpg,engraving,281823,793,585,RGB,JPEG
i - 352.jpeg,iconography,17336,256,320,RGB,JPEG
3317_mainfoto_05.jpg,engraving,15158,290,174,RGB,JPEG
555.jpg,iconography,122900,580,716,RGB,JPEG
4464_mainfoto_05.jpg,sculpture,13102,290,243,RGB,JPEG
513.jpg,iconography,70741,385,450,RGB,JPEG
i - 632.jpeg,sculpture,30238,427,320,RGB,JPEG
i - 929.jpeg,sculpture,16395,208,320,RGB,JPEG
i - 209.jpeg,engraving,30022,253,320,RGB,JPEG
i - 1096.jpeg,sculpture,8102,213,320,RGB,JPEG
i - 417.jpeg,sculpture,5879,214,320,RGB,JPEG
i - 65.jpeg,sculpture,21759,400,200,RGB,JPEG
1285.jpg,painting,21202,290,367,RGB,JPEG
i - 328.jpeg,drawings,19789,238,320,RGB,JPEG
140.jpg,engraving,50057,400,594,RGB,JPEG
i - 369.jpeg,engraving,50353,412,320,RGB,JPEG
1976.jpg,painting,14633,290,404,RGB,JPEG
49.jpg,iconography,52784,300,510,RGB,JPEG
i - 1542.jpeg,iconography,20103,266,320,RGB,JPEG
i - 76.jpeg,engraving,29339,229,320,RGB,JPEG
0484.jpg,painting,7994,290,186,RGB,JPEG
i - 1073 20.26.19.jpeg,iconography,21780,320,320,RGB,JPEG
i - 500.jpeg,iconography,27838,254,320,RGB,JPEG
i - 1077.jpeg,iconography,22296,235,320,RGB,JPEG
i - 321.jpeg,sculpture,37930,422,320,RGB,JPEG
i - 1349.jpeg,iconography,26562,234,320,RGB,JPEG
1991.jpg,painting,12547,290,377,RGB,JPEG
i - 1122.jpeg,iconography,19580,240,320,RGB,JPEG
i - 591.jpeg,drawings,9197,183,320,RGB,JPEG
125.jpg,iconography,737021,800,709,RGB,JPEG
0177.jpg,painting,8593,290,373,RGB,JPEG
i - 826.jpeg,iconography,20829,265,320,RGB,JPEG
i - 458.jpeg,iconography,21499,296,320,RGB,JPEG
277.jpg,sculpture,54496,368,490,RGB,JPEG
0285.jpg,painting,16816,290,405,RGB,JPEG
537.jpg,iconography,101299,750,570,RGB,JPEG
695.jpg,iconography,105355,563,700,RGB,JPEG
153.jpg,engraving,60760,500,363,RGB,JPEG
2273.jpg,painting,17526,290,376,RGB,JPEG
0583.jpg,painting,20683,290,370,RGB,JPEG
i - 426.jpeg,sculpture,16134,158,320,RGB,JPEG
i - 56.jpeg,sculpture,15239,326,320,RGB,JPEG
147 18.59.20.jpg,iconography,444683,500,718,RGB,JPEG
i - 56.jpeg,drawings,23539,279,320,RGB,JPEG
i - 728.jpeg,sculpture,29671,320,320,RGB,JPEG
i - 426.jpeg,engraving,36090,231,320,RGB,JPEG
i - 1351.jpeg,iconography,29266,320,320,RGB,JPEG
i - 1313.jpeg,sculpture,17750,308,320,RGB,JPEG
2028.jpg,painting,29276,290,396,RGB,JPEG
0739.jpg,painting,14272,290,365,RGB,JPEG
1339.jpg,painting,14272,290,365,RGB,JPEG
1767.jpg,painting,12973,290,360,RGB,JPEG
i - 760 20.26.47.jpeg,sculpture,7818,213,320,RGB,JPEG
i - 276.jpeg,sculpture,10725,180,320,RGB,JPEG
i - 106.jpeg,sculpture,21378,414,320,RGB,JPEG
i - 243.jpeg,drawings,42450,423,320,RGB,JPEG
i - 83.jpeg,drawings,29223,480,278,RGB,JPEG
i - 1029.jpeg,drawings,28226,225,320,RGB,JPEG
0234.jpg,painting,12393,290,365,RGB,JPEG
i - 734.jpeg,sculpture,12082,213,320,RGB,JPEG
i - 602.jpeg,sculpture,17032,320,320,RGB,JPEG
190 18.59.20.jpg,iconography,54706,320,413,RGB,JPEG
1412.jpg,painting,7020,290,367,RGB,JPEG
i - 1179.jpeg,drawings,27042,230,320,RGB,JPEG
i - 1146.jpeg,drawings,33753,403,320,RGB,JPEG
i - 1213.jpeg,iconography,28097,427,320,RGB,JPEG
1180.jpg,painting,11392,290,351,RGB,JPEG
i - 90.jpeg,drawings,15068,258,320,RGB,JPEG
i - 199.jpeg,iconography,35991,274,320,RGB,JPEG
0420.jpg,painting,13909,290,388,RGB,JPEG
271.jpg,sculpture,31103,450,600,RGB,JPEG
i - 327.jpeg,sculpture,20582,213,320,RGB,JPEG
1789.jpg,painting,14272,290,365,RGB,JPEG
220.jpg,iconography,177703,600,705,RGB,JPEG
i - 147.jpeg,sculpture,28195,400,320,RGB,JPEG
i - 1472.jpeg,iconography,32397,273,320,RGB,JPEG
i - 472.jpeg,sculpture,23438,275,320,RGB,JPEG
470.jpg,iconography,269523,947,700,RGB,JPEG
i - 1061.jpeg,iconography,17797,265,320,RGB,JPEG
i - 121.jpeg,iconography,18939,245,320,RGB,JPEG
129.jpg,engraving,29568,290,416,RGB,JPEG
i - 397.jpeg,engraving,51139,358,320,RGB,JPEG
699.jpg,iconography,236659,367,600,RGB,JPEG
i - 1405.jpeg,sculpture,12995,256,320,RGB,JPEG
i - 407.jpeg,drawings,43059,464,320,RGB,JPEG
0071.jpg,painting,7854,290,387,RGB,JPEG
i - 969.jpeg,iconography,32158,427,320,RGB,JPEG
0636.jpg,painting,21934,290,362,RGB,JPEG
i - 319.jpeg,sculpture,12481,213,320,RGB,JPEG
0897.jpg,painting,10540,290,244,RGB,JPEG
278.jpg,sculpture,121024,990,662,RGB,JPEG
367.jpg,sculpture,78643,512,512,RGB,JPEG
i - 424.jpeg,iconography,24840,286,320,RGB,JPEG
i - 310.jpeg,sculpture,11619,177,320,RGB,JPEG
i - 943.jpeg,sculpture,29756,480,320,RGB,JPEG
352.jpg,iconography,157935,800,946,RGB,JPEG
579.jpg,iconography,588053,721,998,RGB,JPEG
i - 532.jpeg,engraving,39766,433,320,RGB,JPEG
i - 466.jpeg,drawings,22309,320,320,RGB,JPEG
453.jpg,iconography,73436,517,768,RGB,JPEG
01dee7c857692cce250fcc7fba309f3f.jpg,drawings,78091,644,475,RGB,JPEG
i - 674.jpeg,drawings,27593,250,320,RGB,JPEG
i - 1081.jpeg,drawings,47574,427,320,RGB,JPEG
i - 934.jpeg,iconography,26955,270,320,RGB,JPEG
197.jpg,engraving,135848,660,495,RGB,JPEG
i - 1372.jpeg,iconography,33040,477,320,RGB,JPEG
i - 577.jpeg,drawings,15365,427,320,RGB,JPEG
i - 550.jpeg,sculpture,22490,334,320,RGB,JPEG
i - 498.jpeg,iconography,14598,240,320,RGB,JPEG
i - 750.jpeg,iconography,19062,264,320,RGB,JPEG
2647_mainfoto_05.jpg,iconography,22161,290,397,RGB,JPEG
524.jpg,iconography,80405,500,619,RGB,JPEG
images (4).jpeg,drawings,5816,175,288,RGB,JPEG
i - 742.jpeg,iconography,18568,240,320,RGB,JPEG
i - 640.jpeg,drawings,9663,228,320,RGB,JPEG
i - 252.jpeg,iconography,29693,287,320,RGB,JPEG
i - 1002.jpeg,sculpture,29403,427,320,RGB,JPEG
i - 1173.jpeg,iconography,13527,240,320,RGB,JPEG
i - 372.jpeg,sculpture,24792,261,320,RGB,JPEG
128.jpg,iconography,192628,480,556,RGB,JPEG
i - 885.jpeg,drawings,27210,239,320,RGB,JPEG
0512.jpg,painting,15674,290,406,RGB,JPEG
2080.jpg,painting,32937,290,580,RGB,JPEG
i - 862.jpeg,iconography,21777,305,320,RGB,JPEG
i - 1537.jpeg,iconography,104159,800,800,RGB,JPEG
i - 300.jpeg,iconography,17171,240,320,RGB,JPEG
1192.jpg,painting,12973,290,360,RGB,JPEG
501.jpg,iconography,54493,600,780,RGB,JPEG
i - 168.jpeg,drawings,26491,480,293,RGB,JPEG
1934.jpg,painting,15511,290,208,RGB,JPEG
i - 1162.jpeg,sculpture,21073,300,320,RGB,JPEG
i - 1443.jpeg,iconography,22237,230,320,RGB,JPEG
0965.jpg,painting,11693,290,226,RGB,JPEG
1547.jpg,painting,10540,290,244,RGB,JPEG
1 18.59.45.jpg,sculpture,12196,398,425,RGB,JPEG
i - 1127.jpeg,sculpture,8612,212,320,RGB,JPEG
0754.jpg,painting,18858,290,352,RGB,JPEG
1854.jpg,painting,10735,290,371,RGB,JPEG
1921.jpg,painting,7854,290,387,RGB,JPEG
i - 1426.jpeg,sculpture,26500,480,320,RGB,JPEG
i - 354.jpeg,sculpture,39550,320,320,RGB,JPEG
1007036943.jpg,drawings,53040,534,700,RGB,JPEG
1786.jpg,painting,12181,290,148,RGB,JPEG
2323.jpg,painting,17526,290,376,RGB,JPEG
i - 1390.jpeg,sculpture,9006,212,320,RGB,JPEG
1563.jpg,painting,11480,290,320,RGB,JPEG
i - 454.jpeg,iconography,13612,228,320,RGB,JPEG
i - 1059.jpeg,drawings,70807,760,483,RGB,JPEG
i - 743.jpeg,drawings,18989,189,320,RGB,JPEG
380.jpg,iconography,71829,379,700,RGB,JPEG
i - 8.jpeg,drawings,10117,302,320,RGB,JPEG
54.jpg,engraving,76456,800,560,RGB,JPEG
i - 1167.jpeg,iconography,17283,240,320,RGB,JPEG
0865.jpg,painting,11693,290,226,RGB,JPEG
0774.jpg,painting,14740,290,356,RGB,JPEG
i - 223.jpeg,engraving,40888,354,320,RGB,JPEG
1556.jpg,painting,6894,290,198,RGB,JPEG
5953_mainfoto_05.jpg,sculpture,11693,290,442,RGB,JPEG
1702.jpg,painting,8062,290,217,RGB,JPEG
0461.jpg,painting,16962,290,399,RGB,JPEG
images (83).jpeg,drawings,8058,253,199,RGB,JPEG
i - 298.jpeg,drawings,53746,416,320,RGB,JPEG
i - 445.jpeg,sculpture,14982,213,320,RGB,JPEG
83.jpg,sculpture,132170,600,600,RGB,JPEG
i - 393.jpeg,sculpture,24839,409,320,RGB,JPEG
260.jpg,sculpture,66692,592,599,RGB,JPEG
0294.jpg,painting,16074,290,330,RGB,JPEG
0855.jpg,painting,17318,290,381,RGB,JPEG
3424_mainfoto_05.jpg,drawings,16742,290,239,RGB,JPEG
41.jpg,sculpture,82875,648,925,RGB,JPEG
1868.jpg,painting,14564,290,361,RGB,JPEG
i - 73.jpeg,engraving,31431,231,320,RGB,JPEG
i - 690.jpeg,iconography,17683,270,320,RGB,JPEG
i - 441.jpeg,iconography,19858,239,320,RGB,JPEG
0002.jpg,painting,10317,290,368,RGB,JPEG
i - 906.jpeg,drawings,20235,244,320,RGB,JPEG
1937.jpg,painting,21451,290,395,RGB,JPEG
i - 1075.jpeg,iconography,27456,282,320,RGB,JPEG
1305.jpg,painting,22083,290,359,RGB,JPEG
0539.jpg,painting,14272,290,365,RGB,JPEG
i - 1128.jpeg,sculpture,31465,295,320,RGB,JPEG
0707.jpg,painting,13729,290,358,RGB,JPEG
i - 752.jpeg,iconography,17595,240,320,RGB,JPEG
i - 577.jpeg,sculpture,18568,480,270,RGB,JPEG
i - 1008.jpeg,sculpture,12075,320,320,RGB,JPEG
i - 145.jpeg,drawings,8286,212,320,RGB,JPEG
i - 367.jpeg,iconography,44215,480,291,RGB,JPEG
129.jpg,iconography,196049,552,421,RGB,JPEG
i - 88.jpeg,drawings,14427,220,320,RGB,JPEG
3430_mainfoto_05.jpg,drawings,22926,290,366,RGB,JPEG
